Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B02,WT-166:S010,galvin,wood,9,BLK:03 PLN:03 POS:08,MFV 01624,251.90,3/14/2013 19:12,3/14/2013 21:32,2:19:32,,,,,,251.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 01624,BLK:03 PLN:03 POS:08,251.90
T59-B02,WT-166:S010,galvin,wood,10,BLK:03 PLN:03 POS:10,MFV 01626,252.50,3/14/2013 19:08,3/14/2013 21:26,2:17:54,,,,,,252.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 01626,BLK:03 PLN:03 POS:10,252.50
T59-B02,WT-166:S010,galvin,wood,3,BLK:03 PLN:03 POS:01,MFV 01663,84.10,3/14/2013 23:45,3/15/2013 0:35,0:50:47,,Tanker swap,T59-B02,WT-164:S009,166.80,250.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 01663,BLK:03 PLN:03 POS:01,250.90
T59-B02,WT-166:S010,galvin,wood,4,BLK:03 PLN:03 POS:03,MFV 01641,251.10,3/14/2013 21:51,3/15/2013 0:27,2:36:14,,,,,,251.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 01641,BLK:03 PLN:03 POS:03,251.10
T59-B02,WT-166:S010,galvin,wood,7,BLK:03 PLN:03 POS:05,MFV 01671,253.70,3/14/2013 21:54,3/15/2013 0:17,2:22:13,,,,,,253.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 01671,BLK:03 PLN:03 POS:05,253.70
T59-B02,WT-166:S010,galvin,wood,8,BLK:03 PLN:03 POS:07,MFV 01669,251.30,3/14/2013 21:30,3/14/2013 23:45,2:14:59,,,,,,251.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 01669,BLK:03 PLN:03 POS:07,251.30
T59-B02,WT-166:S010,galvin,wood,9,BLK:03 PLN:03 POS:09,MFV 01651,251.40,3/14/2013 22:07,3/15/2013 0:22,2:15:33,,,,,,251.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 01651,BLK:03 PLN:03 POS:09,251.40
T59-B02,WT-166:S010,galvin,wood,10,BLK:03 PLN:03 POS:11,MFV 00625,250.90,3/14/2013 21:25,3/14/2013 23:39,2:14:27,,,,,,250.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 00625,BLK:03 PLN:03 POS:11,250.90
T59-B02,WT-166:S010,galvin,wood,3,BLK:03 PLN:05 POS:00,MFV 01620,250.70,3/14/2013 21:28,3/14/2013 23:44,2:16:15,,,,,,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 01620,BLK:03 PLN:05 POS:00,250.70
T59-B02,WT-166:S010,galvin,wood,4,BLK:03 PLN:05 POS:02,MFV 00326,5.90,3/15/2013 0:27,3/15/2013 0:36,0:08:45,,Tanker swap,T59-B02,WT-164:S009,248.20,254.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 00326,BLK:03 PLN:05 POS:02,254.10
T59-B02,WT-166:S010,galvin,wood,7,BLK:03 PLN:05 POS:04,MFV 00325,19.90,3/15/2013 0:19,3/15/2013 0:36,0:16:55,,Tanker swap,T59-B02,WT-164:S009,233.10,253.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 00325,BLK:03 PLN:05 POS:04,253.00
T59-B02,WT-166:S010,galvin,wood,8,BLK:03 PLN:05 POS:06,MFV 01672,84.20,3/14/2013 23:45,3/15/2013 0:37,0:51:27,,Tanker swap,T59-B02,WT-164:S009,167.30,251.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 01672,BLK:03 PLN:05 POS:06,251.50
T59-B02,WT-166:S010,galvin,wood,9,BLK:03 PLN:05 POS:08,MFV 00321,15.80,3/15/2013 0:23,3/15/2013 0:37,0:14:35,,Tanker swap,T59-B02,WT-164:S009,235.90,251.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 00321,BLK:03 PLN:05 POS:08,251.70
T59-B02,WT-166:S010,galvin,wood,10,BLK:03 PLN:05 POS:10,MFV 03285,96.80,3/14/2013 23:39,3/15/2013 0:38,0:58:26,,Tanker swap,T59-B02,WT-164:S009,155.00,251.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 03285,BLK:03 PLN:05 POS:10,251.80
T59-B02,WT-164:S009,galvin,wood,10,BLK:03 PLN:05 POS:11,MFV 03689,251.30,3/15/2013 1:01,3/18/2013 9:36,8:35:28,,,,,,251.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 03689,BLK:03 PLN:05 POS:11,251.30
T059-B02,WT-164:S009,daniel,jason,3,BLK:03 PLN:05 POS:01,MFV 03280,250.10,3/18/2013 7:52,3/18/2013 10:08,2:15:25,,,,,,250.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 03280,BLK:03 PLN:05 POS:01,250.10
T059-B02,WT-164:S009,daniel,jason,4,BLK:03 PLN:05 POS:03,MFV 01642,252.10,3/18/2013 8:16,3/18/2013 10:43,2:27:24,,,,,,252.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 01642,BLK:03 PLN:05 POS:03,252.10
T059-B02,WT-164:S009,daniel,jason,7,BLK:03 PLN:05 POS:05,MFV 01637,252.00,3/18/2013 8:02,3/18/2013 10:20,2:18:02,,,,,,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 01637,BLK:03 PLN:05 POS:05,252.00
T059-B02,WT-164:S009,daniel,jason,8,BLK:03 PLN:05 POS:07,MFV 01645,251.00,3/18/2013 7:52,3/18/2013 10:01,2:08:58,,,,,,251.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 01645,BLK:03 PLN:05 POS:07,251.00
T059-B02,WT-164:S009,daniel,jason,9,BLK:03 PLN:05 POS:09,MFV 01667,252.00,3/18/2013 7:55,3/18/2013 10:14,2:18:56,,,,,,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 01667,BLK:03 PLN:05 POS:09,252.00
T059-B02,WT-164:S009,daniel,jason,10,BLK:03 PLN:07 POS:10,MFV 01634,251.10,3/18/2013 9:37,3/18/2013 11:54,2:17:40,,,,,,251.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 01634,BLK:03 PLN:07 POS:10,251.10
T059-B02,WT-164:S009,daniel,jason,3,BLK:03 PLN:07 POS:00,MFV 03686,249.90,3/18/2013 10:08,3/18/2013 12:28,2:20:03,,,,,,249.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 03686,BLK:03 PLN:07 POS:00,249.90
T059-B02,WT-164:S009,daniel,jason,4,BLK:03 PLN:07 POS:02,MFV 03259,250.80,3/18/2013 10:44,3/18/2013 13:11,2:27:30,,,,,,250.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 03259,BLK:03 PLN:07 POS:02,250.80
T059-B02,WT-164:S009,daniel,jason,7,BLK:03 PLN:07 POS:04,MFV 00329,253.40,3/18/2013 10:20,3/18/2013 12:42,2:21:52,,,,,,253.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 00329,BLK:03 PLN:07 POS:04,253.40
T059-B02,WT-164:S009,daniel,jason,8,BLK:03 PLN:07 POS:06,MFV 00332,251.30,3/18/2013 10:01,3/18/2013 12:20,2:18:21,,,,,,251.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 00332,BLK:03 PLN:07 POS:06,251.30
T059-B02,WT-164:S009,daniel,jason,9,BLK:03 PLN:07 POS:08,MFV 03257,247.00,3/18/2013 10:14,3/18/2013 12:31,2:17:23,,,,,,247.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 03257,BLK:03 PLN:07 POS:08,247.00
T059-B02,WT-164:S009,daniel,jason,10,BLK:03 PLN:07 POS:11,MFV 03150,250.50,3/18/2013 11:54,3/18/2013 14:12,2:17:51,,,,,,250.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 03150,BLK:03 PLN:07 POS:11,250.50
T059-B02,WT-164:S009,daniel,jason,3,BLK:03 PLN:07 POS:01,MFV 00327,252.00,3/18/2013 12:28,3/18/2013 14:50,2:22:14,,,,,,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 00327,BLK:03 PLN:07 POS:01,252.00
T059-B02,WT-164:S009,daniel,jason,4,BLK:03 PLN:07 POS:03,MFV 00630,252.30,3/18/2013 13:11,3/18/2013 15:43,2:32:18,,,,,,252.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 00630,BLK:03 PLN:07 POS:03,252.30
T059-B02,WT-164:S009,daniel,jason,7,BLK:03 PLN:07 POS:05,MFV 01649,251.80,3/18/2013 12:42,3/18/2013 15:03,2:20:43,,,,,,251.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 01649,BLK:03 PLN:07 POS:05,251.80
T059-B02,WT-164:S009,daniel,jason,8,BLK:03 PLN:07 POS:07,MFV 01655,250.70,3/18/2013 12:20,3/18/2013 14:40,2:20:11,,,,,,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 01655,BLK:03 PLN:07 POS:07,250.70
T059-B02,WT-164:S009,daniel,jason,9,BLK:03 PLN:07 POS:09,MFV 00614,250.00,3/18/2013 12:32,3/18/2013 14:47,2:15:41,,,,,,250.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 00614,BLK:03 PLN:07 POS:09,250.00
T059-B02,WT-164:S009,daniel,jason,10,BLK:03 PLN:09 POS:10,MFV 04177,222.80,3/18/2013 14:12,3/18/2013 16:33,2:20:41,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,25.20,248.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 04177,BLK:03 PLN:09 POS:10,248.00
T059-B02,WT-164:S009,daniel,jason,3,BLK:03 PLN:09 POS:00,MFV 04112,149.60,3/18/2013 14:50,3/18/2013 16:33,1:43:00,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,100.00,249.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 04112,BLK:03 PLN:09 POS:00,249.60
T059-B02,WT-164:S009,daniel,jason,4,BLK:03 PLN:09 POS:02,MFV 04125,51.40,3/18/2013 15:43,3/18/2013 16:33,0:49:46,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,198.40,249.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 04125,BLK:03 PLN:09 POS:02,249.80
T059-B02,WT-164:S009,daniel,jason,7,BLK:03 PLN:09 POS:04,MFV 03252,128.60,3/18/2013 15:03,3/18/2013 16:33,1:30:41,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,122.90,251.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 03252,BLK:03 PLN:09 POS:04,251.50
T059-B02,WT-164:S009,daniel,jason,8,BLK:03 PLN:09 POS:06,MFV 03684,171.00,3/18/2013 14:40,3/18/2013 16:33,1:53:04,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,78.10,249.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 03684,BLK:03 PLN:09 POS:06,249.10
T059-B02,WT-164:S009,daniel,jason,9,BLK:03 PLN:09 POS:08,MFV 04142,163.60,3/18/2013 14:47,3/18/2013 16:40,1:52:24,,"Tanker swap, 1 hr delay cold oil",T059-B02,WT-163:S010,81.20,244.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 04142,BLK:03 PLN:09 POS:08,244.80
T059-B02,WT-163:S010,galvin,blackmer,3,BLK:03 PLN:09 POS:01,MFV 04136,249.80,3/18/2013 18:47,3/18/2013 21:09,2:21:37,,,,,,249.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 04136,BLK:03 PLN:09 POS:01,249.80
T059-B02,WT-163:S010,galvin,blackmer,4,BLK:03 PLN:09 POS:03,MFV 01646,252.20,3/18/2013 19:41,3/18/2013 22:05,2:23:24,,,,,,252.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 01646,BLK:03 PLN:09 POS:03,252.20
T059-B02,WT-163:S010,galvin,blackmer,7,BLK:03 PLN:09 POS:05,MFV 01590,249.50,3/18/2013 18:57,3/18/2013 22:22,3:25:18,,,,,,249.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 01590,BLK:03 PLN:09 POS:05,249.50
T059-B02,WT-163:S010,galvin,blackmer,8,BLK:03 PLN:09 POS:07,MFV 03688,251.00,3/18/2013 18:35,3/18/2013 20:46,2:11:23,,,,,,251.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 03688,BLK:03 PLN:09 POS:07,251.00
T059-B02,WT-163:S010,galvin,blackmer,9,BLK:03 PLN:09 POS:09,MFV 01593,252.80,3/18/2013 18:48,3/18/2013 21:03,2:14:50,,,,,,252.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 01593,BLK:03 PLN:09 POS:09,252.80
T059-B02,WT-163:S010,galvin,blackmer,10,BLK:03 PLN:09 POS:11,MFV 03685,252.00,3/18/2013 18:09,3/18/2013 20:28,2:18:49,,,,,,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 03685,BLK:03 PLN:09 POS:11,252.00
T059-B02,WT-163:S010,galvin,blackmer,3,BLK:03 PLN:11 POS:00,MFV 01605,250.70,3/18/2013 21:09,3/18/2013 23:38,2:28:51,,,,,,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,61,MFV 01605,BLK:03 PLN:11 POS:00,250.70
T059-B02,WT-163:S010,galvin,blackmer,4,BLK:03 PLN:11 POS:02,MFV 00616,252.30,3/18/2013 22:05,3/19/2013 0:39,2:33:51,,,,,,252.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,62,MFV 00616,BLK:03 PLN:11 POS:02,252.30
T059-B02,WT-163:S010,galvin,blackmer,7,BLK:03 PLN:11 POS:04,MFV 00307,251.20,3/18/2013 22:23,3/19/2013 0:42,2:19:25,,,,,,251.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 00307,BLK:03 PLN:11 POS:04,251.20
T059-B02,WT-163:S010,galvin,blackmer,8,BLK:03 PLN:11 POS:06,MFV 00316,253.20,3/18/2013 20:46,3/18/2013 23:05,2:18:20,,,,,,253.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 00316,BLK:03 PLN:11 POS:06,253.20
T059-B02,WT-163:S010,galvin,blackmer,9,BLK:03 PLN:11 POS:08,MFV 03246,250.20,3/18/2013 21:03,3/18/2013 23:18,2:15:01,,,,,,250.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,65,MFV 03246,BLK:03 PLN:11 POS:08,250.20
T059-B02,WT-163:S010,galvin,blackmer,10,BLK:03 PLN:11 POS:10,MFV 00338,253.90,3/18/2013 20:36,3/18/2013 22:54,2:18:34,,,,,,253.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 00338,BLK:03 PLN:11 POS:10,253.90
T059-B02,WT-163:S010,galvin,blackmer,3,BLK:03 PLN:11 POS:01,MFV 03128,248.30,3/18/2013 23:38,3/19/2013 1:59,2:20:46,,,,,,248.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 03128,BLK:03 PLN:11 POS:01,248.30
T059-B02,WT-163:S010,galvin,blackmer,4,BLK:03 PLN:11 POS:03,MFV 00339,253.30,3/19/2013 0:40,3/19/2013 3:01,2:21:30,,,,,,253.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 00339,BLK:03 PLN:11 POS:03,253.30
T059-B02,WT-163:S010,galvin,blackmer,7,BLK:03 PLN:11 POS:05,MFV 04143,250.50,3/19/2013 0:43,3/19/2013 3:00,2:17:21,,,,,,250.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,69,MFV 04143,BLK:03 PLN:11 POS:05,250.50
T059-B02,WT-163:S010,galvin,blackmer,8,BLK:03 PLN:11 POS:07,MFV 00622,250.70,3/18/2013 23:05,3/19/2013 1:25,2:19:44,,,,,,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 00622,BLK:03 PLN:11 POS:07,250.70
T059-B02,WT-163:S010,galvin,blackmer,9,BLK:03 PLN:11 POS:09,MFV 04140,250.30,3/18/2013 23:21,3/19/2013 1:36,2:15:40,,,,,,250.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 04140,BLK:03 PLN:11 POS:09,250.30
T059-B02,WT-163:S010,galvin,blackmer,10,BLK:03 PLN:11 POS:11,MFV 04159,250.80,3/18/2013 22:56,3/19/2013 1:17,2:21:32,,,,,,250.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 04159,BLK:03 PLN:11 POS:11,250.80
T059-B02,WT-163:S010,galvin,blackmer,3,BLK:03 PLN:13 POS:00,MFV 01603,207.30,3/19/2013 2:00,3/19/2013 8:28,6:28:19,,tanker swap,T059-B02,WT-165:S009,44.10,251.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 01603,BLK:03 PLN:13 POS:00,251.40
T059-B02,WT-163:S010,galvin,blackmer,4,BLK:03 PLN:13 POS:02,MFV 03421,147.90,3/19/2013 3:02,3/19/2013 8:28,5:25:33,,tanker swap,T059-B02,WT-165:S009,104.70,252.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 03421,BLK:03 PLN:13 POS:02,252.60
T059-B02,WT-163:S010,galvin,blackmer,7,BLK:03 PLN:13 POS:04,MFV 01105,160.20,3/19/2013 3:00,3/19/2013 8:27,5:26:54,,tanker swap,T059-B02,WT-165:S009,91.80,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 01105,BLK:03 PLN:13 POS:04,252.00
T059-B02,WT-163:S010,galvin,blackmer,8,BLK:03 PLN:13 POS:06,MFV 01616,250.70,3/19/2013 1:26,3/19/2013 7:45,6:18:12,,,,,,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 01616,BLK:03 PLN:13 POS:06,250.70
T059-B02,WT-163:S010,galvin,blackmer,9,BLK:03 PLN:13 POS:08,MFV 04164,243.90,3/19/2013 1:37,3/19/2013 7:52,6:14:27,,,,,,243.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 04164,BLK:03 PLN:13 POS:08,243.90
T059-B02,WT-163:S010,galvin,blackmer,10,BLK:03 PLN:13 POS:10,MFV 01609,251.30,3/19/2013 1:18,3/19/2013 7:38,6:20:17,,,,,,251.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 01609,BLK:03 PLN:13 POS:10,251.30
T059-B02,WT-165:S009,daniel,jason,3,BLK:03 PLN:13 POS:01,MFV 03766,248.60,3/19/2013 13:14,3/19/2013 16:25,3:10:55,,,,,,248.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 03766,BLK:03 PLN:13 POS:01,248.60
T059-B02,WT-165:S009,daniel,jason,4,BLK:03 PLN:13 POS:03,MFV 03490,249.10,3/19/2013 13:14,3/19/2013 16:28,3:13:45,,,,,,249.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 03490,BLK:03 PLN:13 POS:03,249.10
