Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill
T59-B01,WT-164-S004,galvin,james,10,BLK:01 PLN:01 POS:01,MFV 01444,255.00,2/12/2013 14:52,2/12/2013 18:03,3:11:10,y,overfilled redlight never came on. But red light does work,,,0.00,255.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,7,MFV 01444,BLK:01 PLN:01 POS:01,255.00
T59-B01,WT-164-S004,galvin,james,9,BLK:01 PLN:01 POS:03,MFV 03025,251.40,2/12/2013 14:52,2/12/2013 18:03,3:11:05,y,,,,0.00,251.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,8,MFV 03025,BLK:01 PLN:01 POS:03,251.40
T59-B01,WT-164-S004,galvin,james,8,BLK:01 PLN:01 POS:05,MFV 01453,251.30,2/12/2013 14:52,2/12/2013 18:05,3:12:40,y,,,,0.00,251.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,9,MFV 01453,BLK:01 PLN:01 POS:05,251.30
T59-B01,WT-164-S004,galvin,james,7,BLK:01 PLN:01 POS:07,MFV 00210,252.60,2/12/2013 14:52,2/12/2013 18:04,3:11:19,y,,,,0.00,252.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,10,MFV 00210,BLK:01 PLN:01 POS:07,252.60
T59-B01,WT-164-S004,galvin,james,11,BLK:01 PLN:01 POS:09,MFV 03853,254.40,2/12/2013 14:52,2/12/2013 18:04,3:11:15,y,,,,0.00,254.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,11,MFV 03853,BLK:01 PLN:01 POS:09,254.40
T59-B01,WT-164-S004,galvin,james,2,BLK:01 PLN:01 POS:11,MFV 01191,251.10,2/12/2013 14:53,2/12/2013 18:05,3:12:47,y,,,,0.00,251.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,12,MFV 01191,BLK:01 PLN:01 POS:11,251.10
T59-B01,WT-164-S004,daniel,jason,10,BLK:01 PLN:03 POS:00,MFV 01195,250.20,2/12/2013 18:09,2/12/2013 20:49,2:40:06,y,,,,0.00,250.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,13,MFV 01195,BLK:01 PLN:03 POS:00,250.20
T59-B01,WT-164-S004,daniel,jason,9,BLK:01 PLN:03 POS:02,MFV 04047,252.00,2/12/2013 18:09,2/12/2013 20:53,2:44:11,y,,,,0.00,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,14,MFV 04047,BLK:01 PLN:03 POS:02,252.00
T59-B01,WT-164-S004,daniel,jason,8,BLK:01 PLN:03 POS:04,MFV 01268,250.10,2/12/2013 18:09,2/12/2013 20:38,2:28:36,y,,,,0.00,250.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,15,MFV 01268,BLK:01 PLN:03 POS:04,250.10
T59-B01,WT-164-S004,daniel,jason,7,BLK:01 PLN:03 POS:06,MFV 00211,252.00,2/12/2013 18:09,2/12/2013 21:02,2:53:05,y,,,,0.00,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,16,MFV 00211,BLK:01 PLN:03 POS:06,252.00
T59-B01,WT-164-S004,daniel,jason,11,BLK:01 PLN:03 POS:08,MFV 01273,250.30,2/12/2013 18:09,2/12/2013 20:45,2:35:28,y,,,,0.00,250.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,17,MFV 01273,BLK:01 PLN:03 POS:08,250.30
T59-B01,WT-164-S004,daniel,jason,2,BLK:01 PLN:03 POS:10,MFV 01351,250.00,2/12/2013 18:09,2/12/2013 20:33,2:24:07,y,,,,0.00,250.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,18,MFV 01351,BLK:01 PLN:03 POS:10,250.00
T59-B01,WT-164-S004,daniel,jason,10,BLK:01 PLN:03 POS:01,MFV 04014,249.50,2/12/2013 20:49,2/12/2013 23:04,2:14:52,y,,,,0.00,249.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,19,MFV 04014,BLK:01 PLN:03 POS:01,249.50
T59-B01,WT-164-S004,daniel,jason,9,BLK:01 PLN:03 POS:03,MFV 01501,250.40,2/12/2013 20:53,2/12/2013 23:06,2:13:06,y,,,,0.00,250.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,20,MFV 01501,BLK:01 PLN:03 POS:03,250.40
T59-B01,WT-164-S004,daniel,jason,8,BLK:01 PLN:03 POS:05,MFV 01249,252.00,2/12/2013 20:38,2/12/2013 22:54,2:16:21,y,,,,0.00,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,21,MFV 01249,BLK:01 PLN:03 POS:05,252.00
T59-B01,WT-164-S004,daniel,jason,7,BLK:01 PLN:03 POS:07,MFV 04083,249.50,2/12/2013 21:02,2/12/2013 23:13,2:11:07,y,,,,0.00,249.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,22,MFV 04083,BLK:01 PLN:03 POS:07,249.50
T59-B01,WT-164-S004,daniel,jason,11,BLK:01 PLN:03 POS:09,MFV 01251,252.10,2/12/2013 20:45,2/12/2013 23:00,2:15:47,y,,,,0.00,252.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,23,MFV 01251,BLK:01 PLN:03 POS:09,252.10
T59-B01,WT-164-S004,daniel,jason,2,BLK:01 PLN:03 POS:11,MFV 04084,249.40,2/12/2013 20:34,2/12/2013 22:47,2:13:01,y,,,,0.00,249.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,24,MFV 04084,BLK:01 PLN:03 POS:11,249.40
T59-B01,WT-164-S004,daniel,jason,10,BLK:01 PLN:05 POS:00,MFV 04453,173.50,2/12/2013 23:28,2/13/2013 2:18,2:50:18,Y,tanker swap,T59-B01,WT-163:S005,77.00,250.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,25,MFV 04453,BLK:01 PLN:05 POS:00,250.50
T59-B01,WT-164-S004,daniel,jason,9,BLK:01 PLN:05 POS:02,MFV 01320,175.70,2/12/2013 23:28,2/13/2013 2:14,2:46:43,Y,tanker swap,T59-B01,WT-163:S005,74.80,250.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,26,MFV 01320,BLK:01 PLN:05 POS:02,250.50
T59-B01,WT-164-S004,daniel,jason,8,BLK:01 PLN:05 POS:04,MFV 01387,176.20,2/12/2013 23:28,2/13/2013 2:12,2:43:46,Y,tanker swap,T59-B01,WT-163:S005,74.60,250.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 01387,BLK:01 PLN:05 POS:04,250.80
T59-B01,WT-164-S004,daniel,jason,7,BLK:01 PLN:05 POS:06,MFV 01415,173.20,2/12/2013 23:28,2/13/2013 2:23,2:55:15,Y,tanker swap,T59-B01,WT-163:S005,79.10,252.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 01415,BLK:01 PLN:05 POS:06,252.30
T59-B01,WT-164-S004,daniel,jason,11,BLK:01 PLN:05 POS:08,MFV 01277,178.60,2/12/2013 23:28,2/13/2013 2:08,2:40:10,Y,tanker swap,T59-B01,WT-163:S005,72.80,251.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 01277,BLK:01 PLN:05 POS:08,251.40
T59-B01,WT-164-S004,daniel,jason,2,BLK:01 PLN:05 POS:10,MFV 01252,178.90,2/12/2013 23:28,2/13/2013 2:07,2:38:52,Y,tanker swap,T59-B01,WT-163:S005,71.20,250.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 01252,BLK:01 PLN:05 POS:10,250.10
T59-B01,WT-163:S005,daniel,jason,10,BLK:01 PLN:05 POS:01,MFV 01321,253.50,2/13/2013 2:18,2/13/2013 8:16,5:57:53,y,,,,0.00,253.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 01321,BLK:01 PLN:05 POS:01,253.50
T59-B01,WT-163:S005,daniel,jason,9,BLK:01 PLN:05 POS:03,MFV 01392,250.40,2/13/2013 2:14,2/13/2013 8:13,5:58:32,y,,,,0.00,250.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 01392,BLK:01 PLN:05 POS:03,250.40
T59-B01,WT-163:S005,daniel,jason,8,BLK:01 PLN:05 POS:05,MFV 01319,250.90,2/13/2013 2:12,2/13/2013 8:13,6:01:30,y,,,,0.00,250.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 01319,BLK:01 PLN:05 POS:05,250.90
T59-B01,WT-163:S005,daniel,jason,7,BLK:01 PLN:05 POS:07,MFV 01281,252.30,2/13/2013 2:23,2/13/2013 8:25,6:02:09,y,,,,0.00,252.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 01281,BLK:01 PLN:05 POS:07,252.30
T59-B01,WT-163:S005,daniel,jason,11,BLK:01 PLN:05 POS:09,MFV 01458,253.50,2/13/2013 2:10,2/13/2013 8:14,6:04:13,y,,,,0.00,253.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 01458,BLK:01 PLN:05 POS:09,253.50
T59-B01,WT-163:S005,daniel,jason,2,BLK:01 PLN:05 POS:11,MFV 01480,250.10,2/13/2013 2:10,2/13/2013 9:22,7:11:40,y,,,,0.00,250.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 01480,BLK:01 PLN:05 POS:11,250.10
T59-B01,WT-163:S005,galvin,james,10,BLK:01 PLN:07 POS:00,MFV 04479,249.50,2/13/2013 8:22,2/13/2013 11:08,2:46:04,y,,,,0.00,249.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 04479,BLK:01 PLN:07 POS:00,249.50
T59-B01,WT-163:S005,galvin,james,9,BLK:01 PLN:07 POS:02,MFV 02999,251.60,2/13/2013 8:23,2/13/2013 11:04,2:41:47,y,,,,0.00,251.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 02999,BLK:01 PLN:07 POS:02,251.60
T59-B01,WT-163:S005,galvin,james,8,BLK:01 PLN:07 POS:04,MFV 02963,251.20,2/13/2013 8:23,2/13/2013 11:13,2:49:13,y,,,,0.00,251.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 02963,BLK:01 PLN:07 POS:04,251.20
T59-B01,WT-163:S005,galvin,james,7,BLK:01 PLN:07 POS:06,MFV 01517,250.70,2/13/2013 8:26,2/13/2013 11:19,2:53:35,y,,,,0.00,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 01517,BLK:01 PLN:07 POS:06,250.70
T59-B01,WT-163:S005,galvin,james,11,BLK:01 PLN:07 POS:08,MFV 01506,251.60,2/13/2013 8:27,2/13/2013 11:11,2:44:21,y,,,,0.00,251.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 01506,BLK:01 PLN:07 POS:08,251.60
T59-B01,WT-163:S005,galvin,james,2,BLK:01 PLN:07 POS:10,MFV 01514,245.40,2/13/2013 9:26,2/13/2013 11:39,2:13:34,y,,,,0.00,245.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 01514,BLK:01 PLN:07 POS:10,245.40
T59-B01,WT-163:S005,galvin,james,10,BLK:01 PLN:07 POS:01,MFV 01520,251.20,2/13/2013 11:09,2/13/2013 13:25,2:16:52,y,,,,0.00,251.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 01520,BLK:01 PLN:07 POS:01,251.20
T59-B01,WT-163:S005,galvin,james,9,BLK:01 PLN:07 POS:03,MFV 02957,251.90,2/13/2013 11:05,2/13/2013 13:22,2:16:30,y,,,,0.00,251.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 02957,BLK:01 PLN:07 POS:03,251.90
T59-B01,WT-163:S005,galvin,james,8,BLK:01 PLN:07 POS:05,MFV 02960,251.50,2/13/2013 11:13,2/13/2013 13:35,2:21:53,y,,,,0.00,251.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 02960,BLK:01 PLN:07 POS:05,251.50
T59-B01,WT-163:S005,galvin,james,7,BLK:01 PLN:07 POS:07,MFV 01509,252.90,2/13/2013 11:19,2/13/2013 13:44,2:24:29,y,,,,0.00,252.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 01509,BLK:01 PLN:07 POS:07,252.90
T59-B01,WT-163:S005,galvin,james,11,BLK:01 PLN:07 POS:09,MFV 01510,253.40,2/13/2013 11:11,2/13/2013 13:37,2:25:28,y,,,,0.00,253.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 01510,BLK:01 PLN:07 POS:09,253.40
T59-B01,WT-163:S005,galvin,james,2,BLK:01 PLN:07 POS:11,MFV 04470,252.60,2/13/2013 11:39,2/13/2013 14:07,2:28:02,y,,,,0.00,252.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 04470,BLK:01 PLN:07 POS:11,252.60
T59-B01,WT-163:S005,galvin,james,10,BLK:01 PLN:09 POS:00,MFV 03647,250.70,2/13/2013 13:26,2/13/2013 15:44,2:18:00,y,,,,0.00,250.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 03647,BLK:01 PLN:09 POS:00,250.70
T59-B01,WT-163:S005,galvin,james,9,BLK:01 PLN:09 POS:02,MFV 00570,252.30,2/13/2013 13:23,2/13/2013 15:41,2:17:49,y,,,,0.00,252.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 00570,BLK:01 PLN:09 POS:02,252.30
T59-B01,WT-163:S005,galvin,james,8,BLK:01 PLN:09 POS:04,MFV 04467,251.20,2/13/2013 13:35,2/13/2013 15:58,2:23:23,y,,,,0.00,251.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 04467,BLK:01 PLN:09 POS:04,251.20
T59-B01,WT-163:S005,galvin,james,7,BLK:01 PLN:09 POS:06,MFV 00580,252.70,2/13/2013 13:44,2/13/2013 16:08,2:23:32,y,,,,0.00,252.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 00580,BLK:01 PLN:09 POS:06,252.70
T59-B01,WT-163:S005,galvin,james,11,BLK:01 PLN:09 POS:08,MFV 04484,253.00,2/13/2013 13:37,2/13/2013 15:56,2:18:50,y,,,,0.00,253.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 04484,BLK:01 PLN:09 POS:08,253.00
T59-B01,WT-163:S005,galvin,james,2,BLK:01 PLN:09 POS:10,MFV 00584,251.60,2/13/2013 14:08,2/13/2013 16:24,2:15:57,y,,,,0.00,251.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 00584,BLK:01 PLN:09 POS:10,251.60
T59-B01,WT-163:S005,galvin,james,10,BLK:01 PLN:09 POS:01,MFV 04463,42.20,2/13/2013 15:44,2/13/2013 19:17,3:33:03,y,Tanker swap,T59-B01,WT-116:S005,207.80,250.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 04463,BLK:01 PLN:09 POS:01,250.00
T59-B01,WT-163:S005,galvin,james,9,BLK:01 PLN:09 POS:03,MFV 00562,47.70,2/13/2013 15:41,2/13/2013 19:17,3:35:32,y,Tanker swap,T59-B01,WT-116:S005,207.30,255.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 00562,BLK:01 PLN:09 POS:03,255.00
T59-B01,WT-163:S005,galvin,james,8,BLK:01 PLN:09 POS:05,MFV 03663,11.00,2/13/2013 15:59,2/13/2013 19:31,3:31:25,y,Tanker swap,T59-B01,WT-116:S005,241.00,252.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 03663,BLK:01 PLN:09 POS:05,252.00
