Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T59-B01,WT-169:S005,daniel,jason,4,BLK:02 PLN:20 POS:01,MFV 03476,244.30,2/21/2013 18:56,2/21/2013 20:49,1:52:51,,,,,0.00,244.30,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:01,MFV 03476,3.8,3/8/2013 0:53,3/8/2013 0:59,0:05:53,,,,,,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,27,MFV 03476,BLK:02 PLN:20 POS:01,248.10,
T59-B01,WT-169:S005,daniel,jason,7,BLK:02 PLN:16 POS:01,MFV 00539,248.70,2/21/2013 18:56,2/21/2013 21:27,2:30:57,,,,,0.00,248.70,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:01,MFV 00539,1.7,3/8/2013 0:47,3/8/2013 0:50,0:03:14,,,,,,1.70,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:16 POS:01,MFV 00539,1.4,5/22/2014 13:35,5/22/2014 13:45,0:09:16,,"1""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,28,MFV 00539,BLK:02 PLN:16 POS:01,251.80,
T59-B01,WT-169:S005,daniel,jason,8,BLK:02 PLN:12 POS:01,MFV 04244,245.00,2/21/2013 18:56,2/21/2013 20:45,1:48:35,,,,,0.00,245.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:01,MFV 04244,2.3,3/8/2013 1:18,3/8/2013 1:22,0:03:59,,,,,,2.30,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:12 POS:01,MFV 04244,1.1,5/22/2014 13:23,5/22/2014 13:34,0:10:58,,"1""",,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,29,MFV 04244,BLK:02 PLN:12 POS:01,248.40,
T59-B01,WT-169:S005,daniel,jason,9,BLK:02 PLN:08 POS:01,MFV 00769,247.60,2/21/2013 18:56,2/21/2013 20:58,2:02:05,,,,,0.00,247.60,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:01,MFV 00769,2.7,3/8/2013 1:11,3/8/2013 1:15,0:03:14,,,,,,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,30,MFV 00769,BLK:02 PLN:08 POS:01,250.30,
T59-B01,WT-169:S005,daniel,jason,10,BLK:02 PLN:04 POS:01,MFV 00743,249.00,2/21/2013 18:56,2/21/2013 21:03,2:06:25,,,,,0.00,249.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:01,MFV 00743,2.8,3/8/2013 1:03,3/8/2013 1:06,0:03:37,,,,,,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,31,MFV 00743,BLK:02 PLN:04 POS:01,251.80,
T59-B01,WT-169:S005,daniel,jason,11,BLK:02 PLN:00 POS:01,MFV 00770,248.60,2/21/2013 19:41,2/21/2013 21:31,1:50:04,,,,,0.00,248.60,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:01,MFV 00770,3.6,3/8/2013 0:47,3/8/2013 0:54,0:06:50,,,,,,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,32,MFV 00770,BLK:02 PLN:00 POS:01,252.20,
T59-B01,WT-169:S005,daniel,jason,1,BLK:02 PLN:30 POS:02,MFV 03967,245.10,2/21/2013 23:59,2/22/2013 2:18,2:19:10,,,,,0.00,245.10,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:30 POS:02,MFV 03967,1.6,3/7/2013 23:11,3/7/2013 23:16,0:04:52,,,,,,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,33,MFV 03967,BLK:02 PLN:30 POS:02,246.70,
T59-B01,WT-169:S005,daniel,jason,3,BLK:02 PLN:26 POS:02,MFV 00826,251.40,2/21/2013 23:59,2/22/2013 2:19,2:20:03,,,,,0.00,251.40,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:26 POS:02,MFV 00826,2.9,3/7/2013 22:59,3/7/2013 23:06,0:07:20,,,,,,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,34,MFV 00826,BLK:02 PLN:26 POS:02,254.30,
T59-B01,WT-169:S005,daniel,jason,4,BLK:02 PLN:22 POS:02,MFV 00866,253.00,2/21/2013 23:59,2/22/2013 2:26,2:27:36,,,,,0.00,253.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:22 POS:02,MFV 00866,1.8,3/7/2013 22:46,3/7/2013 22:53,0:07:08,,,,,,1.80,T64-B13,WT163:S066,Larry,Brent,,BLK:02 PLN:22 POS:02,MFV 00866,,,,,,"1 1/4""",,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,35,MFV 00866,BLK:02 PLN:22 POS:02,254.80,
T59-B01,WT-169:S005,daniel,jason,7,BLK:02 PLN:18 POS:02,MFV 04282,248.00,2/21/2013 23:59,2/22/2013 1:55,1:56:32,,,,,0.00,248.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:18 POS:02,MFV 04282,1.3,3/7/2013 22:39,3/7/2013 22:41,0:02:24,,,,,,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,36,MFV 04282,BLK:02 PLN:18 POS:02,249.30,
T59-B01,WT-169:S005,daniel,jason,8,BLK:02 PLN:14 POS:02,MFV 04237,245.00,2/21/2013 23:59,2/22/2013 1:48,1:48:00,,,,,0.00,245.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:02,MFV 04237,3.3,3/7/2013 22:53,3/7/2013 22:59,0:05:37,,,,,,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,37,MFV 04237,BLK:02 PLN:14 POS:02,248.30,
T59-B01,WT-169:S005,daniel,jason,9,BLK:02 PLN:10 POS:02,MFV 01686,251.00,2/21/2013 23:59,2/22/2013 1:56,1:57:24,,,,,0.00,251.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:02,MFV 01686,2.1,3/7/2013 22:48,3/7/2013 22:51,0:03:21,,,,,,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,38,MFV 01686,BLK:02 PLN:10 POS:02,253.10,
T59-B01,WT-169:S005,daniel,jason,10,BLK:02 PLN:06 POS:02,MFV 03611,246.90,2/21/2013 23:59,2/22/2013 1:55,1:56:35,,,,,0.00,246.90,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:06 POS:02,MFV 03611,1.5,3/7/2013 22:42,3/7/2013 22:45,0:02:47,,,,,,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,39,MFV 03611,BLK:02 PLN:06 POS:02,248.40,
T59-B01,WT-169:S005,daniel,jason,11,BLK:02 PLN:02 POS:02,MFV 00811,251.20,2/21/2013 23:59,2/22/2013 2:26,2:27:12,,,,,0.00,251.20,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:02 POS:02,MFV 00811,2.2,3/7/2013 22:36,3/7/2013 22:39,0:02:49,,,,,,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,40,MFV 00811,BLK:02 PLN:02 POS:02,253.40,
T59-B01,WT-169:S005,daniel,jason,1,BLK:02 PLN:28 POS:02,MFV 00822,163.60,2/22/2013 2:18,2/22/2013 9:33,7:15:15,,Tanker swap delay to vent barrel x-fer,T59-B01,WT-165:S005,86.80,250.40,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:28 POS:02,MFV 00822,1.2,3/7/2013 23:06,3/7/2013 23:11,0:04:34,,,,,,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,41,MFV 00822,BLK:02 PLN:28 POS:02,251.60,
T59-B01,WT-169:S005,daniel,jason,3,BLK:02 PLN:24 POS:02,MFV 04486,170.90,2/22/2013 2:19,2/22/2013 9:34,7:15:03,,Tanker swap,T59-B01,WT-165:S005,76.30,247.20,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:24 POS:02,MFV 04486,2.3,3/7/2013 22:53,3/7/2013 22:58,0:05:11,,,,,,2.30,T64-B13,WT163:S066,Larry,Brent,,BLK:02 PLN:24 POS:02,MFV 04486,,,,,,"1/4""",,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,42,MFV 04486,BLK:02 PLN:24 POS:02,249.50,
T59-B01,WT-169:S005,daniel,jason,4,BLK:02 PLN:20 POS:02,MFV 00875,157.40,2/22/2013 2:26,2/22/2013 9:34,7:08:05,,Tanker swap,T59-B01,WT-165:S005,91.10,248.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:02,MFV 00875,2.1,3/7/2013 22:41,3/7/2013 22:46,0:04:50,,,,,,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,43,MFV 00875,BLK:02 PLN:20 POS:02,250.60,
T59-B01,WT-169:S005,daniel,jason,7,BLK:02 PLN:16 POS:02,MFV 00739,249.20,2/22/2013 1:56,2/22/2013 9:22,7:25:22,,,,,0.00,249.20,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:02,MFV 00739,3.1,3/7/2013 22:33,3/7/2013 22:38,0:05:47,,,,,,3.10,T64-B13,WT163:S066,Larry,Brent,,BLK:02 PLN:16 POS:02,MFV 00739,,,,,,full Toe-kick positions,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,44,MFV 00739,BLK:02 PLN:16 POS:02,252.30,
T59-B01,WT-169:S005,daniel,jason,8,BLK:02 PLN:12 POS:02,MFV 00495,245.80,2/22/2013 1:49,2/22/2013 9:21,7:32:33,,,,,0.00,245.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:02,MFV 00495,1.1,3/7/2013 22:51,3/7/2013 22:53,0:01:49,,,,,,1.10,T64-B13,WT163:S066,Larry,Brent,,BLK:02 PLN:12 POS:02,MFV 00495,,,,,,full Toe-kick positions,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,45,MFV 00495,BLK:02 PLN:12 POS:02,246.90,
T59-B01,WT-169:S005,daniel,jason,9,BLK:02 PLN:08 POS:02,MFV 03308,249.80,2/22/2013 1:56,2/22/2013 9:28,7:32:09,,,,,0.00,249.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:02,MFV 03308,0.9,3/7/2013 22:46,3/7/2013 22:48,0:01:50,,,,,,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,46,MFV 03308,BLK:02 PLN:08 POS:02,250.70,
T59-B01,WT-169:S005,daniel,jason,10,BLK:02 PLN:04 POS:02,MFV 00531,248.00,2/22/2013 1:56,2/22/2013 9:21,7:25:06,,,,,0.00,248.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:02,MFV 00531,2,3/7/2013 22:39,3/7/2013 22:42,0:03:46,,,,,,2.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,47,MFV 00531,BLK:02 PLN:04 POS:02,250.00,
T59-B01,WT-169:S005,daniel,jason,11,BLK:02 PLN:00 POS:02,MFV 00759,162.50,2/22/2013 2:26,2/22/2013 9:35,7:08:39,,"Tanker swap, delay for cold oil",T59-B01,WT-165:S005,86.70,249.20,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:02,MFV 00759,3,3/7/2013 22:32,3/7/2013 22:36,0:04:04,,,,,,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,48,MFV 00759,BLK:02 PLN:00 POS:02,252.20,
T59-B01,WT-165:S005,galvin,james,8,BLK:02 PLN:14 POS:03,MFV 04200,245.40,2/22/2013 11:10,2/22/2013 13:03,1:53:39,,,,,0.00,245.40,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:03,MFV 04200,3.8,3/7/2013 21:59,3/7/2013 22:10,0:10:45,,,,,,3.80,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:14 POS:03,MFV 04200,0.8,5/22/2014 10:42,5/22/2014 10:46,0:04:06,,"3/8""",,,0.00,0.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,49,MFV 04200,BLK:02 PLN:14 POS:03,250.00,
T59-B01,WT-165:S005,galvin,james,7,BLK:02 PLN:18 POS:03,MFV 04304,244.90,2/22/2013 11:10,2/22/2013 13:04,1:54:10,,,,,0.00,244.90,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:18 POS:03,MFV 04304,3.3,3/7/2013 21:30,3/7/2013 21:39,0:09:01,,,,,,3.30,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:18 POS:03,MFV 04304,2.1,5/22/2014 10:47,5/22/2014 10:59,0:11:46,,"1""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,50,MFV 04304,BLK:02 PLN:18 POS:03,250.30,
T59-B01,WT-165:S005,galvin,james,9,BLK:02 PLN:10 POS:03,MFV 01682,248.80,2/22/2013 11:10,2/22/2013 13:04,1:54:30,,,,,0.00,248.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:03,MFV 01682,2.8,3/7/2013 21:52,3/7/2013 21:57,0:04:33,,,,,,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,51,MFV 01682,BLK:02 PLN:10 POS:03,251.60,
T59-B01,WT-165:S005,galvin,james,4,BLK:02 PLN:22 POS:03,MFV 00838,251.50,2/22/2013 12:01,2/22/2013 15:09,3:08:45,,,,,0.00,251.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:22 POS:03,MFV 00838,2.5,3/7/2013 21:51,3/7/2013 21:51,0:00:12,,,,,,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,52,MFV 00838,BLK:02 PLN:22 POS:03,254.00,
T59-B01,WT-165:S005,galvin,james,10,BLK:02 PLN:06 POS:03,MFV 03613,245.00,2/22/2013 11:10,2/22/2013 13:05,1:54:35,,,,,0.00,245.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:06 POS:03,MFV 03613,2.6,3/7/2013 21:45,3/7/2013 21:48,0:03:28,,,,,,2.60,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:06 POS:03,MFV 03613,1.7,5/22/2014 10:18,5/22/2014 10:31,0:13:42,,"1""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,53,MFV 03613,BLK:02 PLN:06 POS:03,249.30,
T59-B01,WT-165:S005,galvin,james,3,BLK:02 PLN:26 POS:03,MFV 00513,248.70,2/22/2013 11:58,2/22/2013 14:06,2:08:23,,,,,0.00,248.70,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:26 POS:03,MFV 00513,2.2,3/7/2013 21:55,3/7/2013 22:00,0:04:49,,,,,,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,54,MFV 00513,BLK:02 PLN:26 POS:03,250.90,
T59-B01,WT-165:S005,galvin,james,11,BLK:02 PLN:02 POS:03,MFV 01450,249.90,2/22/2013 11:57,2/22/2013 14:14,2:17:08,,,,,0.00,249.90,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:02 POS:03,MFV 01450,3.6,3/7/2013 21:30,3/7/2013 21:36,0:06:40,,,,,,3.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,55,MFV 01450,BLK:02 PLN:02 POS:03,253.50,
T59-B01,WT-165:S005,galvin,james,1,BLK:02 PLN:30 POS:03,MFV 03951,246.00,2/22/2013 11:59,2/22/2013 14:15,2:15:50,,,,,0.00,246.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:30 POS:03,MFV 03951,2.7,3/7/2013 22:07,3/7/2013 22:18,0:11:33,,,,,,2.70,T64-B13,WT163:S066,Larry,Brent,4,BLK:02 PLN:30 POS:03,MFV 03951,2.2,5/22/2014 11:13,5/22/2014 11:19,0:06:02,,"1/4""",,,0.00,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,56,MFV 03951,BLK:02 PLN:30 POS:03,250.90,
T59-B01,WT-165:S005,galvin,james,8,BLK:02 PLN:12 POS:03,MFV 03479,244.60,2/22/2013 12:57,2/22/2013 14:46,1:49:27,,,,,0.00,244.60,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:03,MFV 03479,1.7,3/7/2013 21:57,3/7/2013 21:59,0:02:17,,,,,,1.70,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:12 POS:03,MFV 03479,2.1,5/22/2014 10:32,5/22/2014 10:42,0:09:32,,"3/4""",,,0.00,2.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,57,MFV 03479,BLK:02 PLN:12 POS:03,248.40,
T59-B01,WT-165:S005,galvin,james,7,BLK:02 PLN:16 POS:03,MFV 03717,246.50,2/22/2013 13:01,2/22/2013 14:46,1:45:09,,,,,0.00,246.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:03,MFV 03717,3.5,3/7/2013 21:24,3/7/2013 21:30,0:06:12,,,,,,3.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,58,MFV 03717,BLK:02 PLN:16 POS:03,250.00,
T59-B01,WT-165:S005,galvin,james,9,BLK:02 PLN:08 POS:03,MFV 01695,250.70,2/22/2013 13:01,2/22/2013 15:01,2:00:00,,,,,0.00,250.70,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:03,MFV 01695,2.9,3/7/2013 21:48,3/7/2013 21:52,0:04:05,,,,,,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,59,MFV 01695,BLK:02 PLN:08 POS:03,253.60,
T59-B01,WT-165:S005,galvin,james,4,BLK:02 PLN:20 POS:03,MFV 00832,248.50,2/22/2013 15:10,2/25/2013 18:51,3:40:47,,,,,0.00,248.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:03,MFV 00832,1.5,3/7/2013 21:43,3/7/2013 21:46,0:03:12,,,,,,1.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:20 POS:03,MFV 00832,2.7,5/22/2014 11:00,5/22/2014 11:11,0:11:21,,"1/4""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,60,MFV 00832,BLK:02 PLN:20 POS:03,252.70,
T59-B01,WT-165:S005,galvin,james,10,BLK:02 PLN:04 POS:03,MFV 03712,248.50,2/22/2013 13:01,2/22/2013 14:57,1:56:09,,,,,0.00,248.50,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:03,MFV 03712,2.6,3/7/2013 21:36,3/7/2013 21:45,0:08:06,,,,,,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,61,MFV 03712,BLK:02 PLN:04 POS:03,251.10,
T59-B01,WT-165:S005,galvin,james,3,BLK:02 PLN:24 POS:03,MFV 00888,247.50,2/22/2013 14:06,2/25/2013 17:59,3:52:20,,,,,0.00,247.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:24 POS:03,MFV 00888,1.6,3/7/2013 21:51,3/7/2013 21:55,0:03:59,,,,,,1.60,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:24 POS:03,MFV 00888,0.5,5/22/2014 11:12,5/22/2014 11:19,0:06:59,,"1/4""",,,0.00,0.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,62,MFV 00888,BLK:02 PLN:24 POS:03,249.60,
T59-B01,WT-165:S005,galvin,james,11,BLK:02 PLN:00 POS:03,MFV 00744,248.20,2/22/2013 14:14,2/25/2013 18:04,3:49:28,,,,,0.00,248.20,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:03,MFV 00744,5.4,3/7/2013 21:23,3/7/2013 21:30,0:06:15,,,,,,5.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,63,MFV 00744,BLK:02 PLN:00 POS:03,253.60,
T59-B01,WT-165:S005,galvin,james,1,BLK:02 PLN:28 POS:03,MFV 00821,246.30,2/22/2013 14:15,2/25/2013 18:04,3:48:53,,,,,0.00,246.30,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:28 POS:03,MFV 00821,2.3,3/7/2013 22:00,3/7/2013 22:07,0:06:24,,,,,,2.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,64,MFV 00821,BLK:02 PLN:28 POS:03,248.60,
T59-B01,WT-165:S005,galvin,james,8,BLK:02 PLN:14 POS:04,MFV 00791,246.80,2/22/2013 14:47,2/25/2013 18:34,3:46:58,,,,,0.00,246.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:04,MFV 00791,3.8,3/7/2013 21:09,3/7/2013 21:15,0:06:00,,,,,,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,65,MFV 00791,BLK:02 PLN:14 POS:04,250.60,
T59-B01,WT-165:S005,galvin,james,7,BLK:02 PLN:18 POS:04,MFV 00208,250.40,2/22/2013 14:48,2/25/2013 18:43,3:54:59,,,,,0.00,250.40,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:18 POS:04,MFV 00208,1,3/7/2013 20:32,3/7/2013 20:34,0:02:14,,,,,,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,66,MFV 00208,BLK:02 PLN:18 POS:04,251.40,
T59-B01,WT-165:S005,galvin,james,9,BLK:02 PLN:10 POS:04,MFV 00499,246.50,2/22/2013 15:01,2/25/2013 18:45,3:44:07,,,,,0.00,246.50,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:04,MFV 00499,2.5,3/7/2013 20:55,3/7/2013 21:01,0:05:54,,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:10 POS:04,MFV 00499,3.3,5/22/2014 9:08,5/22/2014 9:14,0:06:52,,"1 1/8""",,,0.00,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,67,MFV 00499,BLK:02 PLN:10 POS:04,252.30,
T59-B01,WT-165:S005,galvin,james,10,BLK:02 PLN:06 POS:04,MFV 03617,245.70,2/22/2013 14:58,2/25/2013 18:45,3:47:07,,,,,0.00,245.70,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:06 POS:04,MFV 03617,1.5,3/7/2013 20:45,3/7/2013 20:49,0:03:42,,,,,,1.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:06 POS:04,MFV 03617,1.8,5/22/2014 8:56,5/22/2014 9:06,0:09:52,,"1""",,,0.00,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,68,MFV 03617,BLK:02 PLN:06 POS:04,249.00,
T59-B01,WT-165:S005,daniel,jason,1,BLK:02 PLN:30 POS:04,MFV 03966,149.10,2/25/2013 18:54,2/25/2013 20:14,1:20:18,,tanker swap,T59-B01,WT-116:S006,98.90,248.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:30 POS:04,MFV 03966,1.6,3/7/2013 20:57,3/7/2013 21:01,0:04:02,,,,,,1.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,69,MFV 03966,BLK:02 PLN:30 POS:04,249.60,
T59-B01,WT-165:S005,daniel,jason,3,BLK:02 PLN:26 POS:04,MFV 03607,149.90,2/25/2013 18:55,2/25/2013 20:14,1:19:25,,tanker swap,T59-B01,WT-116:S006,96.90,246.80,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:26 POS:04,MFV 03607,1.4,3/7/2013 20:47,3/7/2013 20:50,0:02:59,,,,,,1.40,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:26 POS:04,MFV 03607,1.4,5/22/2014 10:04,5/22/2014 10:16,0:11:40,,"2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,70,MFV 03607,BLK:02 PLN:26 POS:04,249.60,
T59-B01,WT-165:S005,daniel,jason,4,BLK:02 PLN:22 POS:04,MFV 00719,145.30,2/25/2013 18:55,2/25/2013 20:14,1:19:33,,tanker swap,T59-B01,WT-116:S006,108.90,254.20,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:22 POS:04,MFV 00719,1.3,3/7/2013 20:40,3/7/2013 20:43,0:02:44,,,,,,1.30,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:22 POS:04,MFV 00719,0.4,5/22/2014 10:00,5/22/2014 10:03,0:02:05,,"1/4""",,,0.00,0.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,71,MFV 00719,BLK:02 PLN:22 POS:04,255.90,
