Fill 1: Scint. Batch,Fill 1: Tanker ID,Fill 1: Tech 1,Fill 1: Tech 2,Fill 1: Mach ID,Fill 1: Module Position,Fill 1: Module ID,Fill 1: Amount from 1st Tanker (gal),Fill 1: Start Time,Fill 1: End Time,Fill 1: Fill Time,Dummy 1,Fill 1: Comments,Fill 1: 2nd Tanker Batch,Fill 1: 2nd Tanker,Fill 1: Amount from 2nd Tanker (gal),Fill 1: Total(gal),Fill 2: Scint. Batch,Fill 2: Tanker ID,Fill 2: Tech 1,Fill 2: Tech 2,Fill 2: Mach ID,Fill 2: Module Position,Fill 2: Module ID,Fill 2: Amount from 1st Tanker (gal),Fill 2: Start Time,Fill 2: End Time,Fill 2: Fill Time,Dummy 2,Fill 2: Comments,Fill 2: 2nd Tanker Batch,Fill 2: 2nd Tanker,Fill 2: Amount from 2nd Tanker (gal),Fill 2: Total (gal),Fill 3: Scint. Batch,Fill 3: Tanker ID,Fill 3: Tech 1,Fill 3: Tech 2,Fill 3: Mach ID,Fill 3: Module Position,Fill 3: Module ID,Fill 3: Amout from 1st Tanker (gal),Fill 3: Start Time,Fill 3: End Time,Fill 3: Fill Time,Dummy 3,Fill 3: Comments,Fill 3: 2nd Tanker Batch,Fill 3: 2nd Tanker,Fill 3: Amount from 2nd Tanker (gal),Fill 3: Total(gal),Fill 4: Scint. Batch,Fill 4: Tanker ID,Fill 4: Tech 1,Fill 4: Tech 2,Fill 4: Mach ID,Fill 4: Module Position,Fill 4: Module ID,Fill 4: Amount from 1st Tanker (gal),Fill 4: Start Time,Fill 4: End Time,Fill 4: Fill Time,Dummy 4,Fill 4: Comments,Fill 4: 2nd Tanker Batch,Fill 4: 2nd Tanker,Fill 4: Amount from 2nd Tanker (gal),Fill 4: Total (gal),,No. Modules,Module ID,Module Position,Total Fill,
T59-B01,WT-165:S005,daniel,jason,7,BLK:02 PLN:16 POS:04,MFV 04283,145.60,2/25/2013 18:55,2/25/2013 20:15,1:19:40,,tanker swap,T59-B01,WT-116:S006,100.60,246.20,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:04,MFV 04283,0.7,3/7/2013 20:30,3/7/2013 20:32,0:02:02,,,,,,0.70,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:16 POS:04,MFV 04283,2.7,5/22/2014 9:31,5/22/2014 9:43,0:12:09,,"1 3/8""",,,0.00,2.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,72,MFV 04283,BLK:02 PLN:16 POS:04,249.60,
T59-B01,WT-165:S005,daniel,jason,8,BLK:02 PLN:12 POS:04,MFV 04245,176.30,2/25/2013 18:55,2/25/2013 20:15,1:19:44,,tanker swap,T59-B01,WT-116:S006,64.40,240.70,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:04,MFV 04245,4.4,3/7/2013 21:01,3/7/2013 21:09,0:07:31,,,,,,4.40,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:12 POS:04,MFV 04245,3.2,5/22/2014 9:15,5/22/2014 9:30,0:14:52,,"1 1/2""",,,0.00,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,73,MFV 04245,BLK:02 PLN:12 POS:04,248.30,
T59-B01,WT-165:S005,daniel,jason,9,BLK:02 PLN:08 POS:04,MFV 03780,177.30,2/25/2013 18:55,2/25/2013 20:15,1:19:49,,tanker swap,T59-B01,WT-116:S006,69.70,247.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:04,MFV 03780,2.8,3/7/2013 20:49,3/7/2013 20:55,0:06:09,,,,,,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,74,MFV 03780,BLK:02 PLN:08 POS:04,249.80,
T59-B01,WT-165:S005,daniel,jason,10,BLK:02 PLN:04 POS:04,MFV 00777,176.70,2/25/2013 18:55,2/25/2013 20:15,1:19:53,,tanker swap,T59-B01,WT-116:S006,71.00,247.70,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:04,MFV 00777,3.3,3/7/2013 20:38,3/7/2013 20:45,0:07:01,,,,,,3.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,75,MFV 00777,BLK:02 PLN:04 POS:04,251.00,
T59-B01,WT-165:S005,daniel,jason,11,BLK:02 PLN:02 POS:04,MFV 03807,151.80,2/25/2013 18:55,2/25/2013 20:15,1:19:59,,tanker swap,T59-B01,WT-116:S006,97.00,248.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:02 POS:04,MFV 03807,2.2,3/7/2013 20:33,3/7/2013 20:38,0:04:50,,,,,,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,76,MFV 03807,BLK:02 PLN:02 POS:04,251.00,
T59-B01,WT-116:S006,daniel,jason,1,BLK:02 PLN:28 POS:04,MFV 00820,248.50,2/25/2013 21:30,2/25/2013 23:44,2:13:59,,,,,0.00,248.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:28 POS:04,MFV 00820,3.2,3/7/2013 20:50,3/7/2013 20:56,0:06:16,,,,,,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,77,MFV 00820,BLK:02 PLN:28 POS:04,251.70,
T59-B01,WT-116:S006,daniel,jason,3,BLK:02 PLN:24 POS:04,MFV 03461,247.60,2/25/2013 21:26,2/25/2013 23:39,2:12:31,,,,,0.00,247.60,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:24 POS:04,MFV 03461,1.3,3/7/2013 20:43,3/7/2013 20:47,0:03:59,,,,,,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,78,MFV 03461,BLK:02 PLN:24 POS:04,248.90,
T59-B01,WT-116:S006,daniel,jason,4,BLK:02 PLN:20 POS:04,MFV 03718,245.10,2/25/2013 21:41,2/25/2013 23:59,2:18:47,,,,,0.00,245.10,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:04,MFV 03718,2.5,3/7/2013 20:34,3/7/2013 20:40,0:05:57,,,,,,2.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:20 POS:04,MFV 03718,3.5,5/22/2014 9:44,5/22/2014 9:59,0:15:08,,"3/8""",,,0.00,3.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,79,MFV 03718,BLK:02 PLN:20 POS:04,251.10,
T59-B01,WT-116:S006,daniel,jason,11,BLK:02 PLN:00 POS:04,MFV 00755,251.40,2/25/2013 21:24,2/25/2013 23:36,2:12:02,,,,,0.00,251.40,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:04,MFV 00755,1.7,3/7/2013 20:29,3/7/2013 20:33,0:03:43,,,,,,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,80,MFV 00755,BLK:02 PLN:00 POS:04,253.10,
T59-B01,WT-116:S006,daniel,jason,1,BLK:02 PLN:30 POS:05,MFV 03963,247.50,2/26/2013 0:00,2/26/2013 1:44,1:44:14,,,,,0.00,247.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:30 POS:05,MFV 03963,0.9,3/7/2013 19:40,3/7/2013 19:46,0:06:32,,,,,,0.90,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:30 POS:05,MFV 03963,2,5/22/2014 8:33,5/22/2014 8:43,0:09:35,,"3/4""",,,0.00,2.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,81,MFV 03963,BLK:02 PLN:30 POS:05,250.40,
T59-B01,WT-116:S006,daniel,jason,3,BLK:02 PLN:26 POS:05,MFV 00511,246.80,2/25/2013 23:39,2/26/2013 1:36,1:57:06,,,,,0.00,246.80,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:26 POS:05,MFV 00511,1.1,3/7/2013 19:29,3/7/2013 19:35,0:05:58,,,,,,1.10,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:26 POS:05,MFV 00511,2.5,5/22/2014 8:14,5/22/2014 8:27,0:12:54,,"1 1/4""",,,0.00,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,82,MFV 00511,BLK:02 PLN:26 POS:05,250.40,
T59-B01,WT-116:S006,daniel,jason,4,BLK:02 PLN:22 POS:05,MFV 00718,248.70,2/26/2013 0:00,2/26/2013 2:02,2:02:35,,,,,0.00,248.70,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:22 POS:05,MFV 00718,2.5,3/7/2013 19:15,3/7/2013 19:20,0:04:51,,,,,,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,83,MFV 00718,BLK:02 PLN:22 POS:05,251.20,
T59-B01,WT-116:S006,daniel,jason,7,BLK:02 PLN:18 POS:05,MFV 04277,245.50,2/25/2013 21:53,2/26/2013 0:03,2:09:57,,,,,0.00,245.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:18 POS:05,MFV 04277,0.1,3/7/2013 19:08,3/7/2013 19:10,0:01:14,,,,,,0.10,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:18 POS:05,MFV 04277,3.8,5/22/2014 7:42,5/22/2014 8:00,0:18:09,,"1 3/4""",,,0.00,3.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,84,MFV 04277,BLK:02 PLN:18 POS:05,249.40,
T59-B01,WT-116:S006,daniel,jason,8,BLK:02 PLN:14 POS:05,MFV 00475,247.80,2/25/2013 21:53,2/26/2013 0:02,2:08:52,,,,,0.00,247.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:05,MFV 00475,1.3,3/7/2013 19:41,3/7/2013 19:45,0:04:05,,,,,,1.30,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,85,MFV 00475,BLK:02 PLN:14 POS:05,249.10,
T59-B01,WT-116:S006,daniel,jason,9,BLK:02 PLN:10 POS:05,MFV 03619,245.10,2/25/2013 21:54,2/26/2013 0:13,2:19:30,,,,,0.00,245.10,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:05,MFV 03619,1,3/7/2013 19:34,3/7/2013 19:37,0:03:18,,,,,,1.00,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:10 POS:05,MFV 03619,2.4,5/22/2014 7:13,5/22/2014 7:25,0:12:01,,"1 1/2""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,86,MFV 03619,BLK:02 PLN:10 POS:05,248.50,
T59-B01,WT-116:S006,daniel,jason,10,BLK:02 PLN:06 POS:05,MFV 00784,249.40,2/25/2013 21:54,2/26/2013 0:11,2:17:15,,,,,0.00,249.40,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:06 POS:05,MFV 00784,1,3/7/2013 19:22,3/7/2013 19:26,0:03:40,,,,,,1.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,87,MFV 00784,BLK:02 PLN:06 POS:05,250.40,
T59-B01,WT-116:S006,daniel,jason,11,BLK:02 PLN:02 POS:05,MFV 01445,251.80,2/25/2013 23:37,2/26/2013 1:35,1:58:49,,,,,0.00,251.80,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:02 POS:05,MFV 01445,1.8,3/7/2013 19:11,3/7/2013 19:16,0:05:02,,,,,,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,88,MFV 01445,BLK:02 PLN:02 POS:05,253.60,
T59-B01,WT-116:S006,daniel,jason,1,BLK:02 PLN:28 POS:05,MFV 03794,236.00,2/26/2013 1:45,2/26/2013 8:21,6:36:49,,,,,0.00,236.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:28 POS:05,MFV 03794,1.9,3/7/2013 19:35,3/7/2013 19:40,0:04:53,,,,,,1.90,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:28 POS:05,MFV 03794,0.9,5/22/2014 8:28,5/22/2014 8:33,0:04:59,,"3/4""",,,0.00,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,89,MFV 03794,BLK:02 PLN:28 POS:05,238.80,
T59-B01,WT-116:S006,daniel,jason,3,BLK:02 PLN:24 POS:05,MFV 03769,244.30,2/26/2013 1:36,2/26/2013 7:57,6:20:45,,,,,0.00,244.30,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:24 POS:05,MFV 03769,3,3/7/2013 19:20,3/7/2013 19:29,0:08:45,,,,,,3.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,90,MFV 03769,BLK:02 PLN:24 POS:05,247.30,
T59-B01,WT-116:S006,daniel,jason,4,BLK:02 PLN:20 POS:05,MFV 00877,249.50,2/26/2013 2:02,2/26/2013 8:34,6:31:56,,,,,0.00,249.50,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:05,MFV 00877,1.5,3/7/2013 19:10,3/7/2013 19:15,0:04:59,,,,,,1.50,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:20 POS:05,MFV 00877,2.4,5/22/2014 8:01,5/22/2014 8:12,0:11:01,,"1""",,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,91,MFV 00877,BLK:02 PLN:20 POS:05,253.40,
T59-B01,WT-116:S006,daniel,jason,7,BLK:02 PLN:16 POS:05,MFV 00535,247.40,2/26/2013 1:17,2/26/2013 7:37,6:19:17,,,,,0.00,247.40,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:05,MFV 00535,1.6,3/7/2013 19:04,3/7/2013 19:08,0:04:07,,,,,,1.60,T64-B13,WT163:S066,Larry,Brent,9,BLK:02 PLN:16 POS:05,MFV 00535,1.7,5/22/2014 7:26,5/22/2014 7:42,0:15:28,,"1 1/4""",,,0.00,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,92,MFV 00535,BLK:02 PLN:16 POS:05,250.70,
T59-B01,WT-116:S006,daniel,jason,8,BLK:02 PLN:12 POS:05,MFV 00782,249.30,2/26/2013 1:17,2/26/2013 7:39,6:22:07,,,,,0.00,249.30,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:05,MFV 00782,1.4,3/7/2013 19:37,3/7/2013 19:41,0:03:38,,,,,,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,93,MFV 00782,BLK:02 PLN:12 POS:05,250.70,
T59-B01,WT-116:S006,daniel,jason,9,BLK:02 PLN:08 POS:05,MFV 00785,247.60,2/26/2013 1:17,2/26/2013 7:33,6:15:09,,,,,0.00,247.60,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:05,MFV 00785,3.2,3/7/2013 19:26,3/7/2013 19:33,0:07:24,,,,,,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,94,MFV 00785,BLK:02 PLN:08 POS:05,250.80,
T59-B01,WT-116:S006,daniel,jason,10,BLK:02 PLN:04 POS:05,MFV 03706,248.30,2/26/2013 1:17,2/26/2013 7:37,6:19:52,,,,,0.00,248.30,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:05,MFV 03706,2.6,3/7/2013 19:16,3/7/2013 19:22,0:05:31,,,,,,2.60,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,95,MFV 03706,BLK:02 PLN:04 POS:05,250.90,
T59-B01,WT-116:S006,daniel,jason,11,BLK:02 PLN:00 POS:05,MFV 00771,248.10,2/26/2013 1:36,2/26/2013 7:56,6:20:09,,,,,0.00,248.10,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:05,MFV 00771,3.2,3/7/2013 19:04,3/7/2013 19:11,0:07:35,,,,,,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,96,MFV 00771,BLK:02 PLN:00 POS:05,251.30,
T59-B01,WT-116:S006,james,galvin,8,BLK:02 PLN:14 POS:06,MFV 00789,215.30,2/26/2013 9:45,2/26/2013 16:25,,,Tanker swap,T59-B01,WT-164:S006,31.80,247.10,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:06,MFV 00789,1.9,3/7/2013 18:22,3/7/2013 18:30,0:07:52,,,,,,1.90,T64-B13,WT163:SO66,Perko,,9,BLK:02 PLN:14 POS:06,MFV 00789,1.2,5/21/2014 15:53,5/21/2014 15:59,0:05:11,,"1""",,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,97,MFV 00789,BLK:02 PLN:14 POS:06,250.20,
T59-B01,WT-116:S006,james,galvin,7,BLK:02 PLN:18 POS:06,MFV 04270,183.30,2/26/2013 9:54,2/26/2013 16:25,,,Tanker swap,T59-B01,WT-164:S006,63.70,247.00,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:18 POS:06,MFV 04270,1.8,3/7/2013 17:44,3/7/2013 17:47,0:02:39,,,,,,1.80,T64-B13,WT163:SO66,Brent,,4,BLK:02 PLN:18 POS:06,MFV 04270,1.4,5/21/2014 15:52,5/21/2014 15:57,0:05:04,,"1/2""",,,0.00,1.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,98,MFV 04270,BLK:02 PLN:18 POS:06,250.20,
T59-B01,WT-116:S006,james,galvin,9,BLK:02 PLN:10 POS:06,MFV 00492,154.20,2/26/2013 10:04,2/26/2013 16:27,,,Tanker swap,T59-B01,WT-164:S006,93.40,247.60,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:06,MFV 00492,2.2,3/7/2013 18:12,3/7/2013 18:17,0:04:57,,,,,,2.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,99,MFV 00492,BLK:02 PLN:10 POS:06,249.80,
T59-B01,WT-116:S006,james,galvin,4,BLK:02 PLN:22 POS:06,MFV 03719,120.00,2/26/2013 10:13,2/26/2013 16:27,,,Tanker swap,T59-B01,WT-164:S006,127.20,247.20,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:22 POS:06,MFV 03719,4,3/7/2013 17:54,3/7/2013 18:01,0:07:09,,,,,,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,100,MFV 03719,BLK:02 PLN:22 POS:06,251.20,
T59-B01,WT-116:S006,james,galvin,10,BLK:02 PLN:06 POS:06,MFV 03650,102.10,2/26/2013 10:23,2/26/2013 16:27,,,Tanker swap,T59-B01,WT-164:S006,144.80,246.90,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:06 POS:06,MFV 03650,0.9,3/7/2013 18:02,3/7/2013 18:07,0:05:17,,,,,,0.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,101,MFV 03650,BLK:02 PLN:06 POS:06,247.80,
T59-B01,WT-116:S006,james,galvin,3,BLK:02 PLN:26 POS:06,MFV 03481,56.00,2/26/2013 10:33,2/26/2013 16:28,,,Tanker swap,T59-B01,WT-164:S006,193.90,249.90,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:26 POS:06,MFV 03481,2.5,3/7/2013 18:04,3/7/2013 18:09,0:04:11,,,,,,2.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,102,MFV 03481,BLK:02 PLN:26 POS:06,252.40,
T59-B01,WT-116:S006,james,galvin,11,BLK:02 PLN:02 POS:06,MFV 01447,54.80,2/26/2013 10:43,2/26/2013 16:29,,,Tanker swap,T59-B01,WT-164:S006,194.60,249.40,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:02 POS:06,MFV 01447,2.8,3/7/2013 17:47,3/7/2013 17:56,0:08:25,,,,,,2.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,103,MFV 01447,BLK:02 PLN:02 POS:06,252.20,
T59-B01,WT-116:S006,james,galvin,1,BLK:02 PLN:30 POS:06,MFV 03939,22.50,2/26/2013 10:53,2/26/2013 16:29,,,Tanker swap,T59-B01,WT-164:S006,224.90,247.40,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:30 POS:06,MFV 03939,2.1,3/7/2013 18:12,3/7/2013 18:16,0:04:04,,,,,,2.10,T64-B13,WT163:SO66,Brent,,4,BLK:02 PLN:30 POS:06,MFV 03939,1.1,5/21/2014 15:45,5/21/2014 15:51,0:06:58,,1/2 low,,,0.00,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,104,MFV 03939,BLK:02 PLN:30 POS:06,250.60,
T59-B01,WT-164:S006,james,galvin,8,BLK:02 PLN:12 POS:06,MFV 03790,245.00,2/26/2013 12:25,2/26/2013 14:35,2:10:07,,1 hr. lost for late truck arrival & oil testing.,,,0.00,245.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:12 POS:06,MFV 03790,1.3,3/7/2013 18:17,3/7/2013 18:22,0:04:25,,,,,,1.30,T64-B13,WT163:SO66,Perko,,9,BLK:02 PLN:12 POS:06,MFV 03790,2.4,5/21/2014 15:43,5/21/2014 15:53,0:09:51,,3/4 low,,,0.00,2.40,,,,,,,,0.00,,,,,,,,0.00,0.00,,105,MFV 03790,BLK:02 PLN:12 POS:06,248.70,
T59-B01,WT-164:S006,james,galvin,7,BLK:02 PLN:16 POS:06,MFV 00540,250.90,2/26/2013 12:39,2/26/2013 14:28,1:48:39,,,,,0.00,250.90,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:16 POS:06,MFV 00540,2.9,3/7/2013 17:39,3/7/2013 17:44,0:04:38,,,,,,2.90,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,106,MFV 00540,BLK:02 PLN:16 POS:06,253.80,
T59-B01,WT-164:S006,james,galvin,9,BLK:02 PLN:08 POS:06,MFV 00488,247.50,2/26/2013 12:53,2/26/2013 14:55,2:02:21,,,,,0.00,247.50,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:08 POS:06,MFV 00488,2,3/7/2013 18:07,3/7/2013 18:12,0:05:03,,,,,,2.00,T64-B13,WT163:SO66,Larry,,9,BLK:02 PLN:08 POS:06,MFV 00488,1.5,5/21/2014 15:27,5/21/2014 15:42,0:15:35,,"1/2""",,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,107,MFV 00488,BLK:02 PLN:08 POS:06,251.00,
T59-B01,WT-164:S006,james,galvin,4,BLK:02 PLN:20 POS:06,MFV 00862,247.10,2/26/2013 13:10,2/26/2013 16:06,2:55:51,,,,,0.00,247.10,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:20 POS:06,MFV 00862,4.1,3/7/2013 17:47,3/7/2013 17:54,0:06:49,,,,,,4.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,108,MFV 00862,BLK:02 PLN:20 POS:06,251.20,
T59-B01,WT-164:S006,james,galvin,10,BLK:02 PLN:04 POS:06,MFV 00734,246.00,2/26/2013 13:16,2/26/2013 15:04,1:47:38,,,,,0.00,246.00,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:04 POS:06,MFV 00734,1.7,3/7/2013 17:57,3/7/2013 18:02,0:04:57,,,,,,1.70,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,109,MFV 00734,BLK:02 PLN:04 POS:06,247.70,
T59-B01,WT-164:S006,james,galvin,3,BLK:02 PLN:24 POS:06,MFV 00852,249.90,2/26/2013 14:01,2/26/2013 17:24,3:22:26,,,,,0.00,249.90,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:24 POS:06,MFV 00852,1.1,3/7/2013 18:01,3/7/2013 18:04,0:03:12,,,,,,1.10,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,110,MFV 00852,BLK:02 PLN:24 POS:06,251.00,
T59-B01,WT-164:S006,james,galvin,11,BLK:02 PLN:00 POS:06,MFV 00597,249.30,2/26/2013 13:37,2/26/2013 16:12,0.1076388889,,,,,0.00,249.30,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:00 POS:06,MFV 00597,3.2,3/7/2013 17:43,3/7/2013 17:47,0:04:18,,,,,,3.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,111,MFV 00597,BLK:02 PLN:00 POS:06,252.50,
T59-B01,WT-164:S006,james,galvin,1,BLK:02 PLN:28 POS:06,MFV 00815,248.80,2/26/2013 14:21,2/26/2013 17:25,3:03:53,,,,,0.00,248.80,T64-B02,WT-165:S007,galvin,james,8,BLK:02 PLN:28 POS:06,MFV 00815,1.8,3/7/2013 18:09,3/7/2013 18:12,0:03:17,,,,,,1.80,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,112,MFV 00815,BLK:02 PLN:28 POS:06,250.60,
T59-B01,WT-164:S006,james,galvin,8,BLK:02 PLN:14 POS:07,MFV 00797,247.10,2/26/2013 14:35,2/26/2013 16:30,1:55:05,,,,,0.00,247.10,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:14 POS:07,MFV 00797,4,3/7/2013 17:25,3/7/2013 17:36,0:10:19,,,,,,4.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,,,,,,,0.00,,,,,,,,0.00,0.00,,113,MFV 00797,BLK:02 PLN:14 POS:07,251.10,
T59-B01,WT-164:S006,james,galvin,7,BLK:02 PLN:18 POS:07,MFV 00184,248.90,2/26/2013 14:28,2/26/2013 16:26,1:57:32,,,,,0.00,248.90,T64-B02,WT-165:S007,daniel,jason,8,BLK:02 PLN:18 POS:07,MFV 00184,2.5,3/7/2013 16:32,3/7/2013 16:39,0:06:15,,,,,,2.50,T64-B13,WT163:SO66,Prerko,,9,BLK:02 PLN:18 POS:07,MFV 00184,1.5,5/21/2014 14:44,5/21/2014 14:51,0:06:28,,"1""",,,0.00,1.50,,,,,,,,0.00,,,,,,,,0.00,0.00,,114,MFV 00184,BLK:02 PLN:18 POS:07,252.90,
T59-B01,WT-164:S006,james,galvin,9,BLK:02 PLN:10 POS:07,MFV 03475,245.20,2/26/2013 14:56,2/26/2013 17:22,2:26:10,,,,,0.00,245.20,T64-B02,WT-165:S007,galvin,james,1,BLK:02 PLN:10 POS:07,MFV 03475,2.1,3/7/2013 17:16,3/7/2013 17:16,0:00:11,,,,,,2.10,T64-B13,WT163:SO66,Perko,,9,BLK:02 PLN:10 POS:07,MFV 03475,1.2,5/21/2014 14:35,5/21/2014 14:41,0:06:06,,"1 1/2""",,,0.00,1.20,,,,,,,,0.00,,,,,,,,0.00,0.00,,115,MFV 03475,BLK:02 PLN:10 POS:07,248.50,
